penalty_id,race_id,driver_id,penalty_type,penalty_points,description 
1553,2307,185,Time Penalty,8,Respond feel today use law a outside.
1554,2084,1867,Drive-through,3,Resource so style way.
1555,2238,2100,Time Penalty,8,Care best thought federal employee soon everyone.
1556,798,1570,Time Penalty,5,Per perhaps couple rate usually.
1557,120,2610,Drive-through,6,Push relationship medical rest such civil up.
1558,1414,2106,Stop-and-go,4,Agent similar although much agree run.
1559,2037,2631,Time Penalty,9,Unit sure voice position minute especially discuss can.
1560,1774,1132,Drive-through,10,Sister election sound media picture.
1561,2871,2588,Time Penalty,7,Style blue oil although let suggest.
1562,827,1205,Time Penalty,4,Lay weight own grow next stock mention.
1563,351,2674,Time Penalty,0,Left number thank lawyer.
1564,581,334,Drive-through,10,Everything relate above although four so.
1565,69,1539,Time Penalty,2,Bad stay able would son land.
1566,2849,2046,Time Penalty,0,Good discuss because reason.
1567,84,506,Drive-through,9,But safe century successful central money.
1568,1424,2066,Stop-and-go,6,Value current be dog morning air.
1569,1145,469,Time Penalty,10,All north pattern manager reduce.
1570,2954,1160,Time Penalty,1,Us vote voice degree challenge road guess.
1571,162,362,Drive-through,3,Late paper plant when create.
1572,1955,2046,Drive-through,10,Goal item girl action.
1573,1183,67,Stop-and-go,8,Deal toward job ability them.
1574,358,306,Time Penalty,7,Still actually interesting off serious difficult teacher.
1575,2287,1708,Drive-through,2,Memory soldier probably.
1576,64,1204,Time Penalty,10,Scientist official make senior.
1577,2003,2896,Time Penalty,0,Medical ahead anyone age marriage quickly.
1578,2308,397,Drive-through,10,Arm growth industry.
1579,1092,643,Time Penalty,4,Common on car bit.
1580,2090,1807,Stop-and-go,6,Single teach ahead south note.
1581,387,1862,Time Penalty,10,Technology upon west when.
1582,942,2465,Drive-through,2,Picture forget chance land somebody of painting.
1583,946,634,Stop-and-go,5,Cause bed return professor.
1584,1127,942,Drive-through,6,Challenge two TV fly trial.
1585,878,2631,Drive-through,1,Range thus agreement own affect.
1586,1239,2117,Stop-and-go,0,Information five system difference need.
1587,465,1009,Time Penalty,0,North minute culture piece traditional similar anyone.
1588,172,1114,Time Penalty,4,Whose defense especially base.
1589,979,2232,Stop-and-go,10,Section on attention.
1590,2683,2463,Stop-and-go,3,Particular floor bring want every opportunity modern must.
1591,764,1087,Drive-through,5,Stage rest truth through some.
1592,148,2758,Stop-and-go,4,Contain chair job occur company yard establish.
1593,3,354,Time Penalty,7,Memory us look teach town television.
1594,352,61,Drive-through,7,Research trip time chance growth.
1595,1350,1297,Stop-and-go,1,Result home group old.
1596,1258,2237,Stop-and-go,4,Party staff matter instead.
1597,794,2130,Time Penalty,1,Top more north bar could look last.
1598,382,1388,Time Penalty,2,Public design policy a surface degree give including.
1599,1558,2419,Drive-through,10,Structure language international reveal attorney.
1600,2459,1296,Stop-and-go,3,Cause around service respond save end.
1601,183,762,Stop-and-go,8,Stock run mother maintain machine decision.
1602,674,355,Stop-and-go,4,Bed where close choice create change increase.
1603,57,1325,Time Penalty,7,College Mr career our.
1604,1621,1968,Stop-and-go,4,Prepare such data key soldier against only.
1605,951,2155,Stop-and-go,6,Religious himself glass to.
1606,2146,2522,Drive-through,9,Main send music even value wonder.
1607,1071,2613,Drive-through,4,Evidence including why business image impact.
1608,2934,2040,Drive-through,3,Dark nation whatever although fight campaign.
1609,280,161,Time Penalty,8,Age book cell product opportunity trip.
1610,1734,2099,Drive-through,1,Catch instead raise letter term west toward.
1611,1414,526,Time Penalty,7,After fine ten easy trade her.
1612,1445,1982,Time Penalty,0,Including cause sometimes per.
1613,2553,1518,Stop-and-go,4,Speech industry what eye herself stop hear subject.
1614,2974,1523,Drive-through,2,Likely indeed entire give pull rather two.
1615,2394,69,Stop-and-go,1,Brother perhaps morning candidate exist.
1616,2450,1054,Stop-and-go,0,Consumer nearly very present simple simply model.
1617,2450,1856,Time Penalty,2,Threat food player speech.
1618,2277,1602,Stop-and-go,5,Down matter management certainly television.
1619,1675,590,Drive-through,9,Read raise pull support town west drug.
1620,2423,2932,Stop-and-go,2,Allow indeed necessary professor only wish girl.
1621,128,1619,Drive-through,7,Way final task industry war maybe.
1622,212,466,Drive-through,9,Everything ready during each follow as.
1623,885,2242,Stop-and-go,4,High recently budget serious young five not position.
1624,803,144,Drive-through,10,Stage pressure carry job finally.
1625,304,612,Drive-through,2,Next response everybody take rise.
1626,947,1864,Drive-through,8,Despite affect painting include others option.
1627,2026,2654,Time Penalty,10,Season answer baby nature.
1628,2372,2834,Time Penalty,3,Several practice majority song list we.
1629,1853,2396,Time Penalty,8,Employee message guy nation sometimes whole feeling.
1630,2146,2650,Drive-through,9,Night detail any game voice.
1631,1374,2332,Time Penalty,1,Woman animal owner worker forward speak company.
1632,2515,590,Time Penalty,1,Check him consider source method dream.
1633,960,2089,Time Penalty,8,Certain kind environment young west.
1634,1255,659,Time Penalty,4,A medical opportunity early easy.
1635,1410,2245,Drive-through,6,Condition listen idea receive this total relationship.
1636,616,2882,Time Penalty,9,Someone out edge open.
1637,2325,2039,Time Penalty,4,Writer early natural less.
1638,2280,1142,Drive-through,5,She direction up need the action call.
1639,135,9,Drive-through,8,Author stage even.
1640,1569,288,Stop-and-go,0,Need building law cell.
1641,2970,2302,Time Penalty,8,Drive test practice under speak create media.
1642,33,526,Drive-through,9,Foot animal room.
1643,2477,1960,Drive-through,6,Low effort health mouth.
1644,1171,1626,Stop-and-go,2,All test as summer analysis let.
1645,916,2538,Stop-and-go,7,North lot drug direction pattern.
1646,1504,1912,Drive-through,9,Must artist play prevent arrive language plan necessary.
1647,1190,2519,Drive-through,2,Perform happy worker.
1648,2385,2848,Stop-and-go,5,Meeting scene media senior admit beyond.
1649,177,1436,Drive-through,4,Blood process whose just.
1650,1918,945,Time Penalty,7,Line kind when job.
1651,54,1930,Drive-through,1,Same rather day run yourself anyone situation.
1652,165,1641,Time Penalty,6,Seven ball participant minute claim accept soldier.
1653,1951,2763,Time Penalty,2,Home two fact represent especially on respond.
1654,18,850,Time Penalty,4,Maintain cultural improve sea popular.
1655,1154,2252,Drive-through,3,Pattern brother service.
1656,971,2820,Drive-through,10,Choose option institution finally enter such.
1657,2054,1586,Stop-and-go,0,Up energy term none our.
1658,2918,2784,Stop-and-go,7,From back season much.
1659,1197,426,Time Penalty,7,Speak second full sound appear fine whole.
1660,2466,1868,Drive-through,3,Able woman size send father project against case.
1661,2281,2615,Drive-through,7,We care true institution them open.
1662,2908,2832,Drive-through,6,Suddenly plan decade guy control commercial those.
1663,1398,1807,Time Penalty,5,Trip table himself animal.
1664,1705,1343,Time Penalty,10,Whatever there south agent start.
1665,2360,348,Drive-through,6,Yeah table nearly rock skin.
1666,705,2267,Time Penalty,4,Paper over area radio.
1667,2434,1941,Time Penalty,3,Catch including produce view discuss eye.
1668,2574,2698,Time Penalty,2,None order upon task practice culture catch.
1669,2917,1786,Stop-and-go,2,Police range executive our.
1670,2359,2330,Stop-and-go,10,Open tonight eight force reflect.
1671,2929,1062,Time Penalty,1,Institution quality night enter government wear.
1672,2019,1719,Stop-and-go,0,Push certain teach type education.
1673,1633,2931,Drive-through,1,Agent understand statement two newspaper season.
1674,2676,1933,Drive-through,0,Little decision contain tough wear partner.
1675,1275,51,Drive-through,6,Issue street help visit edge apply.
1676,1652,2749,Drive-through,3,Matter gun now organization sea.
1677,1505,2884,Stop-and-go,8,Song walk other check against.
1678,552,1438,Drive-through,3,Majority sometimes threat help hear plant.
1679,1651,122,Drive-through,5,Wear ball population edge.
1680,1767,2220,Time Penalty,3,Course old that third tend.
1681,361,999,Drive-through,9,Tax grow follow cost right sing.
1682,2395,273,Stop-and-go,8,Significant TV weight important view.
1683,1989,2952,Drive-through,10,Several article truth hospital case change.
1684,2148,527,Time Penalty,3,Resource dream dark just hot.
1685,2163,1141,Drive-through,3,Beautiful weight TV forward hour live size even.
1686,1017,1793,Stop-and-go,5,Exactly eat weight show.
1687,2592,1942,Time Penalty,5,Size rich popular enough.
1688,694,536,Stop-and-go,0,Investment quality especially actually list same.
1689,703,457,Stop-and-go,9,Hand want weight after establish.
1690,1288,1542,Time Penalty,1,Trip and best.
1691,1711,1091,Stop-and-go,8,Professor region fund this practice.
1692,364,2986,Time Penalty,7,Head lead service manage challenge.
1693,737,1798,Stop-and-go,8,Daughter land soon what color again.
1694,2419,1202,Drive-through,9,Senior shoulder environmental bad provide second.
1695,1034,2687,Stop-and-go,2,Type part site ahead.
1696,2561,1588,Stop-and-go,9,My power keep here significant matter strong.
1697,2886,1312,Drive-through,0,Across more serious field continue nearly.
1698,2704,375,Time Penalty,2,Decide history its trade.
1699,720,162,Drive-through,4,Continue picture already whose responsibility.
1700,152,999,Time Penalty,8,Boy air truth after idea my.
1701,1819,2551,Stop-and-go,4,Ever report grow audience can fall.
1702,2717,1619,Drive-through,5,Group think beyond certain election agent.
1703,1294,2426,Time Penalty,3,Kid great simple leg individual option.
1704,2610,2474,Time Penalty,0,Add cost others institution single other fill miss.
1705,1127,2894,Drive-through,7,Indicate notice be training pretty.
1706,175,197,Stop-and-go,3,Method appear clear forget on seek base.
1707,186,1005,Stop-and-go,4,Such ten site three pay.
1708,711,1882,Time Penalty,5,Amount attack song effort base human score.
1709,2360,1669,Stop-and-go,10,Big establish green meeting.
1710,731,2137,Stop-and-go,3,Machine church hear minute forward will there partner.
1711,805,1988,Time Penalty,10,Here thing dinner fact PM push same.
1712,1472,664,Drive-through,10,Hair financial any down dark treatment.
1713,659,1972,Time Penalty,7,Voice relate while interest these.
1714,1127,2118,Drive-through,10,Man most house our all.
1715,1097,2210,Stop-and-go,10,Strong hear issue pull rich eat area.
1716,1730,2538,Time Penalty,8,Rest loss who threat score body.
1717,1272,2012,Stop-and-go,9,Challenge new participant future will fast.
1718,683,1372,Drive-through,1,She gun may hundred into father indeed.
1719,1196,2415,Drive-through,2,Response notice enjoy service.
1720,1007,1361,Drive-through,1,Couple mean several city produce leg far.
1721,845,890,Time Penalty,1,Difficult past sure whose oil almost.
1722,2106,1509,Stop-and-go,4,Measure deal seem very effect.
1723,1595,2392,Stop-and-go,6,Woman item candidate boy day plant realize.
1724,2159,401,Time Penalty,0,Begin beyond start include low development.
1725,1746,2380,Time Penalty,6,Party buy far student set.
1726,2415,1996,Stop-and-go,9,Stay may later future.
1727,2992,904,Drive-through,2,Natural lose story south.
1728,1653,2843,Drive-through,3,Everyone might unit.
1729,661,1757,Drive-through,4,Participant expert account community be dog focus herself.
1730,1242,261,Drive-through,4,Tree public ground win present lawyer.
1731,1222,43,Drive-through,5,Sport arrive others especially.
1732,2910,445,Stop-and-go,2,Style grow technology child office.
1733,2447,399,Drive-through,6,Exist cut and customer woman.
1734,2940,821,Stop-and-go,2,Speak better accept race consider memory.
1735,1709,2284,Drive-through,0,Chair table among staff southern.
1736,106,1811,Drive-through,4,Pull dream risk chance yard seven age.
1737,2190,2863,Drive-through,8,Future scientist first whose article.
1738,700,831,Time Penalty,6,Herself serious fire behind.
1739,574,2573,Drive-through,5,Cause fine moment order.
1740,1388,1669,Drive-through,3,Physical back official down his actually blue.
1741,461,1883,Stop-and-go,3,Common east simply huge outside.
1742,1740,2284,Drive-through,4,Yard involve foot five.
1743,734,684,Stop-and-go,7,Trip large second drive reality.
1744,561,2171,Time Penalty,1,Expert bank seem five impact take.
1745,2118,719,Stop-and-go,4,Finally plant local mission mission democratic.
1746,2523,1993,Stop-and-go,7,Keep personal himself present order recent follow.
1747,1838,2533,Drive-through,1,Environment how glass west around.
1748,1972,62,Drive-through,10,Yes short benefit about support program.
1749,1812,2016,Drive-through,5,Score red prove sister.
1750,1834,1714,Time Penalty,3,Onto near rich end back deep.
1751,2295,2527,Drive-through,9,Exist simply view let fill defense news.
1752,2461,1683,Drive-through,9,He must plan finally process.
1753,608,1849,Time Penalty,0,Your style deep.
1754,895,2093,Time Penalty,1,Activity star need beautiful program fear list significant.
1755,1863,2288,Time Penalty,5,Soldier anyone majority require.
1756,1450,2569,Stop-and-go,8,Experience attorney nor responsibility capital late.
1757,1920,2219,Stop-and-go,1,Pay wind recognize stage discussion.
1758,997,208,Time Penalty,7,Argue sense some yard occur brother magazine student.
1759,2940,1335,Time Penalty,10,Maintain change want sure hit.
1760,2109,122,Drive-through,3,Present audience heavy try positive challenge.
1761,2280,2470,Drive-through,6,Speak economic weight meet involve story sport.
1762,2750,2036,Drive-through,10,Indicate available police weight.
1763,485,810,Stop-and-go,6,While clearly dream data both perform management.
1764,2724,356,Drive-through,0,Both new agent fear prepare camera.
1765,1919,241,Time Penalty,1,Responsibility professor mind official rate charge apply.
1766,342,2451,Drive-through,6,Today trial doctor.
1767,1731,2956,Drive-through,5,Size magazine individual respond bank music speak.
1768,2588,899,Time Penalty,8,Fact toward firm.
1769,547,2392,Drive-through,5,Expect result positive benefit.
1770,1818,1253,Drive-through,9,Couple girl also some economy.
1771,1961,1636,Drive-through,9,Difference heavy establish wear arrive trip opportunity.
1772,2886,259,Stop-and-go,3,Process society throw range your.
1773,596,2385,Stop-and-go,2,Four apply how camera add.
1774,1951,1429,Stop-and-go,0,Then plant individual major else expert man.
1775,2166,132,Drive-through,4,Development car these plant table identify.
1776,2348,2133,Stop-and-go,6,Art type time body.
1777,214,2981,Stop-and-go,1,Pay these together laugh nothing thought live seem.
1778,588,425,Time Penalty,2,Central few choice material represent party.
1779,1954,20,Time Penalty,0,Test east could source resource nature.
1780,2071,1863,Stop-and-go,0,Dark before manager specific subject.
1781,2286,2223,Time Penalty,8,Be require join involve break.
1782,502,1119,Stop-and-go,5,Official economy pick prove wear person everything.
1783,2446,571,Time Penalty,2,Share nor rock by machine.
1784,276,2761,Stop-and-go,7,Before fear defense pick effort.
1785,1874,86,Drive-through,9,Kitchen right research.
1786,2000,2097,Drive-through,0,Kind whatever ago world its thus seven.
1787,1948,565,Drive-through,7,Opportunity cut accept rate office.
1788,2029,1213,Time Penalty,1,Knowledge to group past blue.
1789,2482,114,Time Penalty,8,Within usually carry house sea war similar.
1790,595,436,Stop-and-go,6,Inside worry car bag.
1791,1357,2943,Drive-through,4,Later beautiful entire hundred even call make.
1792,2078,1876,Stop-and-go,6,Song baby activity according prove probably ask.
1793,1356,1408,Time Penalty,4,Staff stuff finally these contain.
1794,530,2894,Drive-through,0,Deal pass nothing outside treatment.
1795,184,86,Time Penalty,6,Low pressure material those.
1796,215,2783,Time Penalty,4,Time court mission sister whatever degree.
1797,333,1554,Drive-through,5,Region after truth have rate street.
1798,2081,2878,Stop-and-go,9,Ready yard describe education.
1799,1246,2536,Time Penalty,0,Story significant thing article.
1800,1268,2223,Drive-through,4,Difference serve able buy suffer.
1801,2251,1582,Drive-through,10,Big think control education population boy successful.
1802,364,136,Drive-through,9,Force fall arm so.
1803,1921,1035,Time Penalty,7,Individual good answer memory store.
1804,2769,543,Stop-and-go,8,Pressure bill hard person.
1805,2935,534,Time Penalty,7,Like interesting feeling.
1806,455,2966,Stop-and-go,10,Chance public oil finish law.
1807,1051,2134,Stop-and-go,5,Team lose their once turn owner.
1808,1437,1956,Drive-through,7,Good thank protect draw.
1809,1583,2626,Drive-through,8,Ball morning yeah experience so style shake.
1810,2697,1442,Time Penalty,10,Recently leg morning.
1811,2730,83,Stop-and-go,7,Play result sing many per.
1812,294,1829,Time Penalty,9,Try wide three beat policy.
1813,1120,318,Time Penalty,9,Think make say building thus camera way.
1814,2368,2790,Stop-and-go,1,Start drug about commercial determine.
1815,2618,2619,Drive-through,4,Cause improve difference clearly.
1816,624,855,Stop-and-go,4,Production take white particular.
1817,2746,1116,Stop-and-go,7,Main option set model call some.
1818,2250,1058,Stop-and-go,10,History mission color too trade media.
1819,652,1642,Time Penalty,10,Tax a fund garden.
1820,220,137,Drive-through,10,Hot owner keep everybody.
1821,43,814,Drive-through,4,Specific occur hair happen bill hair effort.
1822,2901,2409,Time Penalty,7,Challenge this trade institution give.
1823,1702,2396,Time Penalty,10,Once soldier interest appear.
1824,2196,1487,Drive-through,5,Order west fund reality into actually wish.
1825,1013,2608,Stop-and-go,4,Design anything campaign son owner science growth.
1826,1735,1731,Drive-through,5,Me wall short quite.
1827,1077,2448,Drive-through,5,Discover their none suggest professor social property.
1828,1280,529,Drive-through,7,Break set various.
1829,2706,707,Time Penalty,1,Special this general reveal ever quality.
1830,2643,1631,Stop-and-go,8,Wear might reveal find consider team study.
1831,1849,1063,Stop-and-go,10,Involve over stock candidate beyond.
1832,1787,2459,Time Penalty,6,Arrive response as agent talk debate.
1833,716,2198,Stop-and-go,5,Trial their big card mission white.
1834,2982,2848,Stop-and-go,0,Easy bill sometimes author peace.
1835,1974,2877,Time Penalty,0,Nearly while national specific city himself big.
1836,238,2313,Drive-through,6,Town want floor good.
1837,1009,623,Time Penalty,2,Magazine where trouble matter imagine effect almost.
1838,243,2464,Time Penalty,6,Office morning challenge card.
1839,877,1426,Time Penalty,4,Myself point gas live grow or reach.
1840,2593,346,Stop-and-go,9,Off smile still course figure.
1841,498,1125,Time Penalty,3,Free civil brother miss.
1842,1499,1054,Time Penalty,4,Five enough scene as realize.
1843,736,1246,Drive-through,0,Clear identify themselves message.
1844,1976,2101,Time Penalty,9,Street music difference sit individual matter.
1845,951,471,Drive-through,8,Son ready painting once culture could.
1846,846,2459,Time Penalty,6,Everything idea five top skill parent.
1847,946,123,Drive-through,2,Church past call human little quite.
1848,2069,2823,Stop-and-go,8,Economic light be red join heart.
1849,2827,805,Stop-and-go,8,Believe his network that name window.
1850,2209,814,Time Penalty,9,Listen statement see finally general why story.
1851,590,2470,Stop-and-go,10,Travel final green job news sister.
1852,821,1571,Stop-and-go,7,Go none house.
1853,889,2459,Stop-and-go,0,General travel year production pull appear.
1854,1178,1441,Time Penalty,6,Different high officer guess beautiful song black.
1855,1184,25,Time Penalty,9,Rate stage such page home.
1856,600,2857,Stop-and-go,2,Medical choice carry west various shoulder strategy.
1857,108,600,Stop-and-go,6,Arrive particular tonight star.
1858,1292,1499,Drive-through,7,Whether bed act want.
1859,95,2454,Stop-and-go,10,Paper clearly possible newspaper same.
1860,71,2379,Stop-and-go,1,Sea training culture charge beat nor.
1861,188,758,Drive-through,9,May various within dinner idea.
1862,2329,931,Stop-and-go,2,Feeling enjoy language yard loss everybody better.
1863,782,35,Time Penalty,10,Only try develop road these against.
1864,2556,1931,Drive-through,10,Thus plan visit.
1865,58,1312,Drive-through,10,Me arrive hour this them black product.
1866,900,1703,Time Penalty,4,Major it choose bag chair scene.
1867,161,569,Drive-through,10,Agree family cost style.
1868,1865,1018,Stop-and-go,2,Population parent deep line follow feeling.
1869,881,2145,Drive-through,9,Term hotel service minute bag.
1870,117,326,Time Penalty,0,Then range hope those maintain.
1871,1338,1591,Time Penalty,1,Field wind plant mention.
1872,1683,1019,Drive-through,10,Beautiful clearly try move.
1873,2490,872,Drive-through,3,Price network specific.
1874,2623,2537,Drive-through,7,One real Mrs mention end none late coach.
1875,2880,2626,Drive-through,3,Case note report change network threat.
1876,2938,276,Stop-and-go,4,Among which area government agreement forward every.
1877,351,665,Drive-through,4,Indicate style once might.
1878,2697,2663,Stop-and-go,2,Sign better section sure voice.
1879,1515,1320,Drive-through,1,Than learn protect try social subject hospital.
1880,1914,2421,Drive-through,0,Clear himself think not.
1881,282,999,Time Penalty,2,Every tend they its.
1882,2817,2668,Time Penalty,0,Light outside one alone particularly adult.
1883,2044,469,Time Penalty,3,Image community save always.
1884,1166,236,Stop-and-go,1,Your real low series pretty.
1885,2873,479,Stop-and-go,8,Mention street everything.
1886,262,835,Time Penalty,10,Seem finally assume else different.
1887,169,742,Stop-and-go,10,Poor physical politics after skin sport health.
1888,1176,1860,Stop-and-go,9,Lead town miss wait front just research.
1889,1775,1370,Time Penalty,0,Role big political per money.
1890,2994,316,Time Penalty,7,Enjoy ask style send.
1891,1201,1974,Drive-through,1,System enough lay wall.
1892,208,2158,Drive-through,3,Or window up.
1893,1437,2598,Time Penalty,3,Year perhaps bag bill fear.
1894,2740,156,Time Penalty,9,Quality size federal protect early thus create.
1895,1390,396,Drive-through,0,School west how full her place.
1896,1687,186,Time Penalty,3,Day long for class.
1897,2806,144,Time Penalty,6,World wind laugh on subject bit.
1898,1847,335,Stop-and-go,0,Future study state notice his price front.
1899,1344,2533,Stop-and-go,9,Throw arm throw arm each very senior.
1900,2676,786,Drive-through,8,Recognize campaign form including.
1901,1035,2506,Drive-through,10,Lay indicate argue.
1902,2735,1926,Time Penalty,4,If every party price.
1903,1475,978,Drive-through,5,Itself their ground half hair.
1904,392,2766,Stop-and-go,5,Seat certain him coach.
1905,728,461,Time Penalty,9,Where open crime write through responsibility benefit.
1906,1822,244,Time Penalty,9,Big pay person per.
1907,18,1506,Time Penalty,4,Myself protect same deep tree.
1908,2242,2397,Time Penalty,4,Less whatever Mr.
1909,1183,2369,Drive-through,1,Couple civil hair someone.
1910,2319,2831,Stop-and-go,7,Trouble heavy spring young.
1911,2364,2344,Drive-through,3,Top card material or technology still.
1912,2008,948,Drive-through,4,True president unit receive beat girl.
1913,2609,2920,Stop-and-go,8,Must hand could.
1914,470,1104,Time Penalty,5,Instead cup word spend worker half either.
1915,1940,2756,Drive-through,0,Democratic matter process his week partner night.
1916,155,1873,Time Penalty,0,Employee official indicate down.
1917,1087,2565,Time Penalty,1,Ready under up board.
1918,426,2698,Drive-through,4,Important increase light modern.
1919,450,492,Stop-and-go,2,Whole certain car growth.
1920,1759,1274,Time Penalty,1,Deal leader big purpose prepare fund contain.
1921,2908,1545,Time Penalty,7,Feeling by agency worry.
1922,451,1998,Drive-through,5,Produce almost right.
1923,2003,1710,Stop-and-go,5,Edge sort of employee change clearly base both.
1924,2172,2767,Time Penalty,5,Under institution along project work growth director.
1925,2363,548,Stop-and-go,8,Film event enjoy girl stock sound would.
1926,309,572,Time Penalty,9,Traditional though all war chance whether.
1927,1904,1401,Stop-and-go,2,Company team recognize keep if set pay standard.
1928,1705,2891,Stop-and-go,0,Lose card leader charge.
1929,2488,2734,Drive-through,7,Identify protect maybe student near billion.
1930,2278,2087,Stop-and-go,1,Official laugh car.
1931,2449,2346,Drive-through,2,Professional level rise position worker over.
1932,49,1939,Time Penalty,5,Product majority her walk dark.
1933,2007,247,Stop-and-go,9,Instead for speech event gun audience institution.
1934,2822,1916,Time Penalty,10,Avoid trouble tend occur system him force.
1935,4,1531,Drive-through,3,Hair arm value feel cut really court probably.
1936,1674,408,Stop-and-go,10,Professional avoid understand attorney go ahead.
1937,2672,856,Stop-and-go,3,Training reach little.
1938,2748,451,Drive-through,3,State me structure order project full yard later.
1939,2729,2174,Stop-and-go,10,Expect contain whose door step necessary wait.
1940,2892,2710,Drive-through,6,Feeling plan task author already morning serve.
1941,1272,621,Time Penalty,9,Others near recently be affect.
1942,710,2723,Stop-and-go,8,Always cultural add store will life.
1943,2091,2496,Drive-through,0,Technology law occur.
1944,2687,2686,Stop-and-go,3,Majority account government young detail without.
1945,471,1285,Drive-through,6,Test term everybody project card.
1946,1356,718,Drive-through,3,Would difference difference avoid song share.
1947,1711,1877,Stop-and-go,6,Political tax describe beautiful hospital.
1948,2627,381,Time Penalty,1,Car suddenly energy even defense he into political.
1949,218,1066,Time Penalty,6,Campaign statement management safe trial describe.
1950,2372,1028,Drive-through,8,On guess television moment improve probably.
1951,1113,1654,Time Penalty,3,Record best remember alone.
1952,490,1211,Time Penalty,1,Hold about clearly win recognize Congress.
1953,1013,729,Drive-through,5,Seek base phone be war.
1954,1594,400,Stop-and-go,1,Certain usually less expect to.
1955,543,108,Time Penalty,2,Out model senior attack let trial.
1956,136,70,Time Penalty,3,Film success minute.
1957,1550,2136,Stop-and-go,0,Tv such reflect might money room on evening.
1958,1797,2983,Stop-and-go,3,Shoulder personal level will over another.
1959,1403,2104,Time Penalty,7,Establish indicate various sound Democrat.
1960,2704,935,Drive-through,8,Customer grow take.
1961,1727,494,Time Penalty,6,Once play thank sound chair.
1962,1781,362,Drive-through,6,Describe tend forget our.
1963,2105,2858,Stop-and-go,10,Draw economic since industry.
1964,43,1467,Time Penalty,2,Him interview kid.
1965,1692,1384,Stop-and-go,0,Family assume nation standard third east.
1966,1701,365,Time Penalty,8,Who play strategy everything.
1967,2520,2705,Drive-through,5,Source no and professor paper particular.
1968,1968,1708,Drive-through,3,Tax upon house nearly school.
1969,532,796,Stop-and-go,3,Reflect hold brother skill sign wait difficult American.
1970,979,1304,Stop-and-go,0,Capital be rule whatever it.
1971,979,1569,Time Penalty,7,Develop choice figure green.
1972,2118,2963,Time Penalty,6,Window majority attorney require until card.
1973,1473,181,Drive-through,0,Education few few service your part.
1974,566,861,Time Penalty,7,Body situation personal growth total production most.
1975,1489,1598,Time Penalty,4,Owner near benefit left house every.
1976,2818,2436,Time Penalty,10,Plan your knowledge off science room make.
1977,1633,1415,Time Penalty,7,Dog less sing current sing everyone require heart.
1978,1371,2866,Time Penalty,7,Past face way past.
1979,634,242,Stop-and-go,6,Ability participant last like along.
1980,872,2749,Drive-through,7,Dinner final hit accept put girl drop.
1981,398,2185,Drive-through,0,Black realize million rule.
1982,2255,1181,Drive-through,1,Create deep month other.
1983,2483,201,Stop-and-go,5,Seat region claim tough to feeling.
1984,1220,2290,Time Penalty,0,Late first wonder business thousand dinner occur.
1985,2313,2466,Drive-through,3,Sport cost personal simple however.
1986,1978,2514,Stop-and-go,7,Travel maybe maybe know.
1987,11,562,Time Penalty,1,Notice how baby collection structure drop.
1988,2531,2204,Drive-through,2,Short reflect resource customer.
1989,1647,2731,Time Penalty,2,Lose her light dream.
1990,1262,213,Drive-through,6,Herself type right always herself attention force spring.
1991,2827,2605,Time Penalty,9,Must clear score whole economic.
1992,1258,770,Drive-through,10,Number future ahead lose.
1993,413,1317,Time Penalty,10,Her music data catch prepare relate role.
1994,2935,2102,Time Penalty,3,Compare mouth cover by.
1995,1418,47,Drive-through,3,Evidence if entire price.
1996,2849,1019,Stop-and-go,2,Player relationship behind.
1997,2119,16,Time Penalty,1,School TV say most able away different.
1998,179,414,Drive-through,6,Republican cup decade son understand oil.
1999,224,1643,Stop-and-go,10,No long save standard Mr event their.
2000,1662,1999,Stop-and-go,6,Including three even up beat.
2001,1665,1343,Time Penalty,9,Bit avoid hundred wait right money treat.
2002,538,391,Time Penalty,7,Mind decision security science case nothing decide.
2003,1832,1430,Stop-and-go,7,Consider government here bag positive practice soon.
2004,2888,264,Drive-through,3,Argue give note receive receive group involve.
2005,53,110,Time Penalty,0,People prove respond morning late stuff.
2006,2764,2232,Stop-and-go,9,Offer future goal specific true.
2007,1034,198,Drive-through,9,Send reveal often three industry.
2008,2881,201,Time Penalty,10,How society card economic thing few town.
2009,2006,187,Drive-through,10,Door tree common provide task according.
2010,1690,161,Stop-and-go,8,Manager professor money break scene part.
2011,2110,900,Drive-through,5,Turn open sure player.
2012,1537,1694,Drive-through,3,Just campaign task high public house picture create.
2013,2738,2248,Drive-through,10,Himself production apply find both.
2014,96,339,Stop-and-go,10,Identify mother wonder expect theory it large.
2015,847,1085,Drive-through,3,Top order option argue bring class.
2016,2508,374,Stop-and-go,3,Environment available civil cultural ever.
2017,142,1975,Stop-and-go,0,Low issue key space drive age present.
2018,2235,271,Drive-through,7,Whom season bad you.
2019,1830,412,Drive-through,5,Really blood hear society today actually fish.
2020,885,2501,Time Penalty,3,History society sometimes wonder.
2021,2668,1912,Drive-through,9,Law food recently course per record bit.
2022,207,1225,Drive-through,6,Response level offer shoulder daughter choose.
2023,1310,2014,Drive-through,0,Sort rate class after room chance.
2024,2240,777,Time Penalty,0,Blue though big visit.
2025,2238,2478,Drive-through,9,Two police draw.
2026,2513,722,Drive-through,9,Full property power view as really gas.
2027,2212,2388,Time Penalty,9,Because turn law class many treat.
2028,2061,476,Drive-through,10,Ahead door security as financial who suffer.
2029,947,233,Time Penalty,4,While name because after focus American carry.
